Tabela de observabilidade - Troianos - IAG


Iluninação da lua: 99.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                           |  mag  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
674118 (2015 KH162)                	| RA, DEC 16 16 41.55 -00 47 45.2	| EL, AZ: 56.7  53.0 	| Mag: 22.1 	| moon_dis: 37.4 
65489 Ceto (2003 FX128)            	| RA, DEC 16 13 12.53 +00 32 14.3	| EL, AZ: 56.4  50.2 	| Mag: 23.1 	| moon_dis: 37.2 
3793 Leonteus (1985 TE3)           	| RA, DEC 12 25 20.30 -05 56 14.6	| EL, AZ: 55.2  293.3	| Mag: 16.0 	| moon_dis: 25.4 
136108 Haumea (2003 EL61)          	| RA, DEC 14 41 13.81 +14 39 24.6	| EL, AZ: 52.9  3.4  	| Mag: 17.2 	| moon_dis: 33.0 
470308 (2007 JH43)                 	| RA, DEC 17 15 33.78 -27 53 49.3	| EL, AZ: 52.8  107.0	| Mag: 21.0 	| moon_dis: 46.5 
3063 Makhaon (1983 PV)             	| RA, DEC 11 57 02.10 -15 34 29.3	| EL, AZ: 52.7  273.5	| Mag: 15.7 	| moon_dis: 29.4 
(2013 SV99)                        	| RA, DEC 16 45 18.08 -02 55 12.4	| EL, AZ: 52.3  63.5 	| Mag: 25.5 	| moon_dis: 43.0 
(2016 FX58)                        	| RA, DEC 11 46 24.56 -11 52 12.0	| EL, AZ: 49.1  277.7	| Mag: 23.5 	| moon_dis: 32.5 
40314 (1999 KR16)                  	| RA, DEC 17 02 02.67 -03 14 00.4	| EL, AZ: 49.0  67.5 	| Mag: 21.0 	| moon_dis: 46.8 
(2013 PQ37)                        	| RA, DEC 16 22 18.74 +08 55 06.6	| EL, AZ: 48.7  43.6 	| Mag: 23.5 	| moon_dis: 43.6 
471172 (2010 JC80)                 	| RA, DEC 17 34 25.36 -25 00 36.9	| EL, AZ: 48.4  102.9	| Mag: 21.2 	| moon_dis: 50.7 
469506 (2003 FF128)                	| RA, DEC 17 35 46.99 -23 01 47.4	| EL, AZ: 47.9  100.0	| Mag: 21.9 	| moon_dis: 51.0 
(2015 KK178)                       	| RA, DEC 17 28 11.91 -14 34 51.2	| EL, AZ: 47.7  87.1 	| Mag: 22.3 	| moon_dis: 50.2 
33128 (1998 BU48)                  	| RA, DEC 12 35 33.55 +08 53 06.3	| EL, AZ: 47.6  314.3	| Mag: 23.0 	| moon_dis: 32.9 
278361 (2007 JJ43)                 	| RA, DEC 17 39 22.68 -25 07 56.9	| EL, AZ: 47.3  103.2	| Mag: 20.7 	| moon_dis: 51.8 
(2014 YA50)                        	| RA, DEC 12 45 16.08 +12 29 00.3	| EL, AZ: 46.3  320.3	| Mag: 20.7 	| moon_dis: 34.4 
4063 Euforbo (1989 CG2)            	| RA, DEC 13 11 34.98 +16 36 41.0	| EL, AZ: 46.2  331.3	| Mag: 16.2 	| moon_dis: 35.3 
624 Hektor (A907 CF)               	| RA, DEC 11 39 45.07 -07 12 44.0	| EL, AZ: 45.8  283.2	| Mag: 14.6 	| moon_dis: 35.3 
136472 Makemake (2005 FY9)         	| RA, DEC 13 24 47.43 +21 03 56.9	| EL, AZ: 43.5  337.9	| Mag: 17.1 	| moon_dis: 38.6 
160140 (2001 DZ3)                  	| RA, DEC 11 24 26.71 -09 18 45.0	| EL, AZ: 43.2  278.3	| Mag: 19.8 	| moon_dis: 38.4 
119951 (2002 KX14)                 	| RA, DEC 18 05 58.07 -23 32 57.9	| EL, AZ: 41.1  102.2	| Mag: 20.7 	| moon_dis: 57.9 
471325 Taowu (2011 KT19)           	| RA, DEC 15 41 28.36 +23 38 10.2	| EL, AZ: 41.0  21.0 	| Mag: 22.4 	| moon_dis: 47.4 
574372 (2010 JO179)                	| RA, DEC 17 08 22.47 +08 30 26.2	| EL, AZ: 40.9  55.3 	| Mag: 21.8 	| moon_dis: 53.1 
(2007 JF45)                        	| RA, DEC 17 55 01.99 -12 14 03.3	| EL, AZ: 40.8  86.8 	| Mag: 22.1 	| moon_dis: 57.1 
911 Agamemnon (A919 FB)            	| RA, DEC 11 18 08.12 -06 34 08.7	| EL, AZ: 40.6  280.9	| Mag: 15.5 	| moon_dis: 40.6 
(2005 LB54)                        	| RA, DEC 18 11 43.86 -23 10 25.8	| EL, AZ: 39.8  102.1	| Mag: 22.0 	| moon_dis: 59.3 
38628 Huya (2000 EB173)            	| RA, DEC 17 53 38.81 -07 43 08.1	| EL, AZ: 39.5  81.2 	| Mag: 19.6 	| moon_dis: 57.8 
523671 (2013 FZ27)                 	| RA, DEC 11 04 51.53 -08 19 30.8	| EL, AZ: 38.3  277.2	| Mag: 21.1 	| moon_dis: 43.3 
21900 Orus (1999 VQ10)             	| RA, DEC 11 10 05.50 -05 07 31.9	| EL, AZ: 38.2  281.5	| Mag: 17.4 	| moon_dis: 43.0 
532037 Chiminigagua (2013 FY27)    	| RA, DEC 10 56 48.89 -06 06 47.2	| EL, AZ: 35.6  278.7	| Mag: 22.2 	| moon_dis: 45.8 
(2001 KA77)                        	| RA, DEC 18 23 38.87 -16 14 20.9	| EL, AZ: 35.4  94.4 	| Mag: 22.1 	| moon_dis: 63.1 
174567 Varda (2003 MW12)           	| RA, DEC 18 01 48.52 -01 41 09.1	| EL, AZ: 35.1  75.3 	| Mag: 20.2 	| moon_dis: 61.4 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-05-01 01:00 -- UTC: 2026-05-01 04:00
559182 (2015 BZ518)                	| RA, DEC 15 46 14.17 -23 01 43.1	| EL, AZ: 86.8  101.0	| Mag: 21.5 	| moon_dis: 25.6 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 48 45.75 -20 04 21.2	| EL, AZ: 85.5  58.6 	| Mag: 23.0 	| moon_dis: 25.9 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 50 16.17 -24 28 26.5	| EL, AZ: 85.5  117.2	| Mag: 20.0 	| moon_dis: 26.8 
763666 (2012 HX87)                 	| RA, DEC 15 39 08.18 -26 57 24.3	| EL, AZ: 85.2  161.8	| Mag: 22.6 	| moon_dis: 25.0 
523705 (2014 HE200)                	| RA, DEC 15 56 17.06 -18 51 14.0	| EL, AZ: 83.4  58.1 	| Mag: 21.9 	| moon_dis: 27.6 
523692 (2014 EZ51)                 	| RA, DEC 16 11 53.43 -27 42 49.9	| EL, AZ: 79.6  122.5	| Mag: 21.3 	| moon_dis: 32.2 
545293 (2011 FX62)                 	| RA, DEC 15 52 06.95 -34 17 15.6	| EL, AZ: 77.4  161.0	| Mag: 21.9 	| moon_dis: 30.5 
556004 (2014 HA200)                	| RA, DEC 15 48 04.51 -10 03 52.6	| EL, AZ: 77.1  17.2 	| Mag: 21.2 	| moon_dis: 27.0 
(2013 JQ64)                        	| RA, DEC 16 30 39.95 -19 42 56.7	| EL, AZ: 76.2  81.2 	| Mag: 24.3 	| moon_dis: 35.7 
(2006 HW122)                       	| RA, DEC 16 50 01.18 -23 10 56.0	| EL, AZ: 72.1  96.0 	| Mag: 23.3 	| moon_dis: 40.2 
120132 (2003 FY128)                	| RA, DEC 14 11 22.13 -24 01 49.1	| EL, AZ: 71.3  261.0	| Mag: 20.9 	| moon_dis: 7.7  
469505 (2003 FE128)                	| RA, DEC 16 52 17.46 -19 03 33.1	| EL, AZ: 71.1  83.3 	| Mag: 22.1 	| moon_dis: 40.9 
(2014 FC69)                        	| RA, DEC 14 13 14.25 -30 10 07.6	| EL, AZ: 70.7  242.2	| Mag: 24.1 	| moon_dis: 13.7 
525462 (2005 EO304)                	| RA, DEC 14 25 36.06 -11 21 54.7	| EL, AZ: 70.6  301.9	| Mag: 22.5 	| moon_dis: 8.2  
(2010 EL139)                       	| RA, DEC 14 31 18.78 -39 15 44.6	| EL, AZ: 68.7  214.1	| Mag: 21.2 	| moon_dis: 23.4 
(2010 FX86)                        	| RA, DEC 15 09 14.12 -43 32 39.9	| EL, AZ: 68.4  191.4	| Mag: 21.2 	| moon_dis: 30.5 
495613 (2015 FG345)                	| RA, DEC 14 49 15.85 -02 42 18.8	| EL, AZ: 67.6  330.4	| Mag: 21.3 	| moon_dis: 18.5 
(2014 GE54)                        	| RA, DEC 15 18 43.47 -00 16 06.4	| EL, AZ: 67.6  350.8	| Mag: 22.8 	| moon_dis: 25.4 
319 Leona (A891 TA)                	| RA, DEC 14 23 26.56 -06 21 45.2	| EL, AZ: 66.8  311.3	| Mag: 15.9 	| moon_dis: 11.9 
120216 (2004 EW95)                 	| RA, DEC 16 21 33.18 -43 52 57.8	| EL, AZ: 66.3  157.5	| Mag: 21.1 	| moon_dis: 40.2 
470308 (2007 JH43)                 	| RA, DEC 17 15 33.61 -27 53 49.5	| EL, AZ: 66.1  108.4	| Mag: 21.0 	| moon_dis: 46.2 
674118 (2015 KH162)                	| RA, DEC 16 16 41.43 -00 47 44.5	| EL, AZ: 65.8  27.8 	| Mag: 22.1 	| moon_dis: 37.2 
(2016 VF1)                         	| RA, DEC 15 14 51.11 +01 54 24.3	| EL, AZ: 65.3  349.3	| Mag: 23.2 	| moon_dis: 26.2 
65489 Ceto (2003 FX128)            	| RA, DEC 16 13 12.36 +00 32 15.3	| EL, AZ: 65.0  24.5 	| Mag: 23.1 	| moon_dis: 37.0 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 16 17.80 -48 29 44.3	| EL, AZ: 63.7  186.0	| Mag: 19.5 	| moon_dis: 35.3 
(2013 SV99)                        	| RA, DEC 16 45 17.36 -02 55 07.6	| EL, AZ: 63.7  44.6 	| Mag: 25.5 	| moon_dis: 42.8 
471149 (2010 FB49)                 	| RA, DEC 14 32 50.71 -00 27 54.7	| EL, AZ: 63.7  324.4	| Mag: 21.5 	| moon_dis: 18.2 
(2009 JE19)                        	| RA, DEC 15 23 21.70 +04 59 28.6	| EL, AZ: 62.5  354.9	| Mag: 21.3 	| moon_dis: 29.9 
471172 (2010 JC80)                 	| RA, DEC 17 34 25.19 -25 00 36.9	| EL, AZ: 62.0  101.3	| Mag: 21.2 	| moon_dis: 50.3 
469506 (2003 FF128)                	| RA, DEC 17 35 46.81 -23 01 47.4	| EL, AZ: 61.6  97.1 	| Mag: 21.9 	| moon_dis: 50.7 
(2015 KK178)                       	| RA, DEC 17 28 11.75 -14 34 50.4	| EL, AZ: 61.5  78.9 	| Mag: 22.3 	| moon_dis: 49.9 
40314 (1999 KR16)                  	| RA, DEC 17 02 02.49 -03 13 59.0	| EL, AZ: 61.0  51.6 	| Mag: 21.0 	| moon_dis: 46.6 
278361 (2007 JJ43)                 	| RA, DEC 17 39 22.54 -25 07 56.8	| EL, AZ: 60.9  101.6	| Mag: 20.7 	| moon_dis: 51.5 
661238 (2004 DA62)                 	| RA, DEC 15 01 04.34 -50 57 24.4	| EL, AZ: 60.8  190.1	| Mag: 19.6 	| moon_dis: 36.2 
(2014 TK34)                        	| RA, DEC 14 13 20.20 +01 14 13.0	| EL, AZ: 59.5  318.1	| Mag: 26.8 	| moon_dis: 18.3 
690420 (2014 FC72)                 	| RA, DEC 14 12 39.21 +04 44 28.8	| EL, AZ: 56.5  321.8	| Mag: 21.9 	| moon_dis: 21.8 
(2013 PQ37)                        	| RA, DEC 16 22 17.72 +08 55 19.0	| EL, AZ: 56.3  22.5 	| Mag: 23.5 	| moon_dis: 43.5 
1437 Diomedes (1937 PB)            	| RA, DEC 13 01 41.12 -32 45 43.2	| EL, AZ: 55.2  244.3	| Mag: 15.4 	| moon_dis: 20.7 
119951 (2002 KX14)                 	| RA, DEC 18 05 57.94 -23 32 57.9	| EL, AZ: 54.8  99.3 	| Mag: 20.7 	| moon_dis: 57.6 
(2007 JF45)                        	| RA, DEC 17 55 01.87 -12 14 02.8	| EL, AZ: 54.6  79.2 	| Mag: 22.1 	| moon_dis: 56.8 
(2005 LB54)                        	| RA, DEC 18 11 43.75 -23 10 25.9	| EL, AZ: 53.4  99.0 	| Mag: 22.0 	| moon_dis: 59.0 
26375 (1999 DE9)                   	| RA, DEC 13 01 21.55 -13 37 43.3	| EL, AZ: 53.1  277.1	| Mag: 21.2 	| moon_dis: 14.6 
38628 Huya (2000 EB173)            	| RA, DEC 17 53 38.65 -07 43 07.1	| EL, AZ: 53.0  72.0 	| Mag: 19.6 	| moon_dis: 57.5 
3548 Eurybates (1973 SO)           	| RA, DEC 13 16 53.97 -04 26 55.0	| EL, AZ: 52.6  293.6	| Mag: 17.1 	| moon_dis: 16.3 
15094 Polymele (1999 WB2)          	| RA, DEC 13 23 43.38 -01 04 15.4	| EL, AZ: 52.1  299.7	| Mag: 19.2 	| moon_dis: 18.1 
574372 (2010 JO179)                	| RA, DEC 17 08 22.37 +08 30 27.0	| EL, AZ: 51.2  39.7 	| Mag: 21.8 	| moon_dis: 52.9 
136108 Haumea (2003 EL61)          	| RA, DEC 14 41 13.64 +14 39 25.4	| EL, AZ: 50.8  340.0	| Mag: 17.2 	| moon_dis: 33.0 
1583 Antilochus (1950 SA)          	| RA, DEC 12 45 19.12 -18 22 48.5	| EL, AZ: 50.7  267.9	| Mag: 15.8 	| moon_dis: 17.9 
(2001 KA77)                        	| RA, DEC 18 23 38.78 -16 14 20.6	| EL, AZ: 49.3  88.9 	| Mag: 22.1 	| moon_dis: 62.8 
174567 Varda (2003 MW12)           	| RA, DEC 18 01 48.41 -01 41 08.2	| EL, AZ: 48.2  65.4 	| Mag: 20.2 	| moon_dis: 61.2 
28978 Ixion (2001 KX76)            	| RA, DEC 18 40 09.41 -32 13 52.0	| EL, AZ: 47.5  113.7	| Mag: 19.4 	| moon_dis: 64.4 
58534 Logos (1997 CQ29)            	| RA, DEC 12 53 13.03 -02 52 48.2	| EL, AZ: 46.7  290.9	| Mag: 23.4 	| moon_dis: 21.6 
588 Achilles (A906 DN)             	| RA, DEC 12 26 53.16 -14 44 35.4	| EL, AZ: 45.5  271.5	| Mag: 15.5 	| moon_dis: 22.6 
4501 Eurypylos (1989 CJ3)          	| RA, DEC 12 26 55.67 -11 01 23.1	| EL, AZ: 44.3  276.4	| Mag: 17.9 	| moon_dis: 23.4 
471325 Taowu (2011 KT19)           	| RA, DEC 15 41 28.01 +23 38 12.9	| EL, AZ: 43.9  2.7  	| Mag: 22.4 	| moon_dis: 47.4 
32532 Thereus (2001 PT13)          	| RA, DEC 12 26 35.51 -08 29 42.5	| EL, AZ: 43.3  279.6	| Mag: 19.5 	| moon_dis: 24.3 
523713 (2014 JX80)                 	| RA, DEC 18 07 47.15 +05 01 18.9	| EL, AZ: 43.2  58.7 	| Mag: 22.0 	| moon_dis: 64.9 
11351 Leucus (1997 TS25)           	| RA, DEC 12 16 35.73 -14 16 27.8	| EL, AZ: 43.0  271.0	| Mag: 18.4 	| moon_dis: 25.1 
50000 Quaoar (2002 LM60)           	| RA, DEC 18 50 21.01 -14 49 35.7	| EL, AZ: 42.7  89.6 	| Mag: 18.9 	| moon_dis: 69.4 
5145 Pholus (1992 AD)              	| RA, DEC 18 51 16.45 -14 27 13.0	| EL, AZ: 42.4  89.2 	| Mag: 22.1 	| moon_dis: 69.7 
3793 Leonteus (1985 TE3)           	| RA, DEC 12 25 19.55 -05 56 03.0	| EL, AZ: 42.0  282.6	| Mag: 16.0 	| moon_dis: 25.7 
469442 (2002 GG166)                	| RA, DEC 19 19 58.32 -29 44 31.7	| EL, AZ: 38.9  110.7	| Mag: 20.2 	| moon_dis: 73.2 
3063 Makhaon (1983 PV)             	| RA, DEC 11 57 01.39 -15 34 20.2	| EL, AZ: 38.9  267.6	| Mag: 15.7 	| moon_dis: 29.6 
4063 Euforbo (1989 CG2)            	| RA, DEC 13 11 33.94 +16 36 42.3	| EL, AZ: 37.9  315.4	| Mag: 16.2 	| moon_dis: 35.5 
33128 (1998 BU48)                  	| RA, DEC 12 35 33.37 +08 53 07.0	| EL, AZ: 36.5  300.8	| Mag: 23.0 	| moon_dis: 33.2 
136472 Makemake (2005 FY9)         	| RA, DEC 13 24 47.27 +21 03 57.1	| EL, AZ: 36.5  322.0	| Mag: 17.1 	| moon_dis: 38.9 
(2014 YA50)                        	| RA, DEC 12 45 15.91 +12 29 00.6	| EL, AZ: 36.2  306.1	| Mag: 20.7 	| moon_dis: 34.7 
(2016 FX58)                        	| RA, DEC 11 46 24.45 -11 52 11.1	| EL, AZ: 35.3  271.0	| Mag: 23.5 	| moon_dis: 32.8 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-05-01 02:00 -- UTC: 2026-05-01 05:00
(2013 JQ64)                        	| RA, DEC 16 30 39.81 -19 42 56.5	| EL, AZ: 87.2  350.3	| Mag: 24.3 	| moon_dis: 35.4 
(2006 HW122)                       	| RA, DEC 16 50 01.02 -23 10 55.8	| EL, AZ: 85.9  100.7	| Mag: 23.3 	| moon_dis: 39.9 
469505 (2003 FE128)                	| RA, DEC 16 52 17.28 -19 03 32.7	| EL, AZ: 84.3  54.1 	| Mag: 22.1 	| moon_dis: 40.6 
523692 (2014 EZ51)                 	| RA, DEC 16 11 53.27 -27 42 49.7	| EL, AZ: 83.0  220.7	| Mag: 21.3 	| moon_dis: 31.9 
523705 (2014 HE200)                	| RA, DEC 15 56 16.85 -18 51 13.1	| EL, AZ: 80.8  291.3	| Mag: 21.9 	| moon_dis: 27.3 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 50 15.96 -24 28 25.7	| EL, AZ: 80.1  256.2	| Mag: 20.0 	| moon_dis: 26.5 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 48 45.55 -20 04 20.6	| EL, AZ: 79.5  281.1	| Mag: 23.0 	| moon_dis: 25.6 
559182 (2015 BZ518)                	| RA, DEC 15 46 13.99 -23 01 42.7	| EL, AZ: 79.3  264.7	| Mag: 21.5 	| moon_dis: 25.3 
470308 (2007 JH43)                 	| RA, DEC 17 15 33.44 -27 53 49.7	| EL, AZ: 78.9  121.2	| Mag: 21.0 	| moon_dis: 45.8 
763666 (2012 HX87)                 	| RA, DEC 15 39 07.97 -26 57 23.7	| EL, AZ: 77.1  246.9	| Mag: 22.6 	| moon_dis: 24.7 
471172 (2010 JC80)                 	| RA, DEC 17 34 25.01 -25 00 37.0	| EL, AZ: 75.6  103.1	| Mag: 21.2 	| moon_dis: 50.0 
469506 (2003 FF128)                	| RA, DEC 17 35 46.63 -23 01 47.3	| EL, AZ: 75.4  95.1 	| Mag: 21.9 	| moon_dis: 50.4 
545293 (2011 FX62)                 	| RA, DEC 15 52 06.64 -34 17 15.0	| EL, AZ: 75.2  214.6	| Mag: 21.9 	| moon_dis: 30.2 
(2015 KK178)                       	| RA, DEC 17 28 11.59 -14 34 49.6	| EL, AZ: 74.7  61.3 	| Mag: 22.3 	| moon_dis: 49.6 
278361 (2007 JJ43)                 	| RA, DEC 17 39 22.39 -25 07 56.6	| EL, AZ: 74.5  103.0	| Mag: 20.7 	| moon_dis: 51.1 
556004 (2014 HA200)                	| RA, DEC 15 48 04.34 -10 03 51.9	| EL, AZ: 73.6  317.4	| Mag: 21.2 	| moon_dis: 26.8 
(2013 SV99)                        	| RA, DEC 16 45 16.64 -02 55 02.8	| EL, AZ: 70.2  9.2  	| Mag: 25.5 	| moon_dis: 42.6 
40314 (1999 KR16)                  	| RA, DEC 17 02 02.31 -03 13 57.7	| EL, AZ: 69.5  21.2 	| Mag: 21.0 	| moon_dis: 46.4 
119951 (2002 KX14)                 	| RA, DEC 18 05 57.81 -23 32 57.9	| EL, AZ: 68.5  97.3 	| Mag: 20.7 	| moon_dis: 57.3 
120216 (2004 EW95)                 	| RA, DEC 16 21 32.84 -43 52 58.6	| EL, AZ: 68.5  185.3	| Mag: 21.1 	| moon_dis: 39.9 
674118 (2015 KH162)                	| RA, DEC 16 16 41.31 -00 47 43.7	| EL, AZ: 68.0  349.2	| Mag: 22.1 	| moon_dis: 37.0 
(2007 JF45)                        	| RA, DEC 17 55 01.74 -12 14 02.2	| EL, AZ: 67.9  65.7 	| Mag: 22.1 	| moon_dis: 56.5 
(2005 LB54)                        	| RA, DEC 18 11 43.63 -23 10 25.9	| EL, AZ: 67.2  96.4 	| Mag: 22.0 	| moon_dis: 58.6 
65489 Ceto (2003 FX128)            	| RA, DEC 16 13 12.19 +00 32 16.3	| EL, AZ: 66.5  347.6	| Mag: 23.1 	| moon_dis: 36.9 
38628 Huya (2000 EB173)            	| RA, DEC 17 53 38.50 -07 43 06.1	| EL, AZ: 65.6  55.8 	| Mag: 19.6 	| moon_dis: 57.2 
(2001 KA77)                        	| RA, DEC 18 23 38.69 -16 14 20.2	| EL, AZ: 63.1  81.4 	| Mag: 22.1 	| moon_dis: 62.5 
(2010 FX86)                        	| RA, DEC 15 09 13.88 -43 32 39.5	| EL, AZ: 62.8  214.2	| Mag: 21.2 	| moon_dis: 30.2 
(2014 GE54)                        	| RA, DEC 15 18 43.28 -00 16 05.4	| EL, AZ: 61.4  318.4	| Mag: 22.8 	| moon_dis: 25.3 
28978 Ixion (2001 KX76)            	| RA, DEC 18 40 09.30 -32 13 52.8	| EL, AZ: 60.2  115.9	| Mag: 19.4 	| moon_dis: 64.1 
174567 Varda (2003 MW12)           	| RA, DEC 18 01 48.31 -01 41 07.3	| EL, AZ: 60.0  49.1 	| Mag: 20.2 	| moon_dis: 60.9 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 16 17.46 -48 29 44.2	| EL, AZ: 59.9  205.4	| Mag: 19.5 	| moon_dis: 35.0 
(2010 EL139)                       	| RA, DEC 14 31 18.50 -39 15 43.8	| EL, AZ: 59.3  229.7	| Mag: 21.2 	| moon_dis: 23.2 
(2016 VF1)                         	| RA, DEC 15 14 50.27 +01 54 27.0	| EL, AZ: 59.1  319.5	| Mag: 23.2 	| moon_dis: 26.1 
(2013 PQ37)                        	| RA, DEC 16 22 16.71 +08 55 31.3	| EL, AZ: 58.5  354.9	| Mag: 23.5 	| moon_dis: 43.4 
495613 (2015 FG345)                	| RA, DEC 14 49 15.63 -02 42 18.1	| EL, AZ: 58.1  304.4	| Mag: 21.3 	| moon_dis: 18.5 
(2014 FC69)                        	| RA, DEC 14 13 14.14 -30 10 07.0	| EL, AZ: 58.0  248.5	| Mag: 24.1 	| moon_dis: 13.5 
574372 (2010 JO179)                	| RA, DEC 17 08 22.26 +08 30 27.9	| EL, AZ: 57.8  16.6 	| Mag: 21.8 	| moon_dis: 52.7 
525462 (2005 EO304)                	| RA, DEC 14 25 35.87 -11 21 53.7	| EL, AZ: 57.7  284.7	| Mag: 22.5 	| moon_dis: 8.1  
(2009 JE19)                        	| RA, DEC 15 23 21.44 +04 59 30.1	| EL, AZ: 57.7  326.1	| Mag: 21.3 	| moon_dis: 29.9 
120132 (2003 FY128)                	| RA, DEC 14 11 21.92 -24 01 48.2	| EL, AZ: 57.6  260.0	| Mag: 20.9 	| moon_dis: 7.4  
50000 Quaoar (2002 LM60)           	| RA, DEC 18 50 20.93 -14 49 35.4	| EL, AZ: 56.6  82.7 	| Mag: 18.9 	| moon_dis: 69.1 
661238 (2004 DA62)                 	| RA, DEC 15 01 01.39 -50 57 36.0	| EL, AZ: 56.4  206.2	| Mag: 19.6 	| moon_dis: 36.0 
5145 Pholus (1992 AD)              	| RA, DEC 18 51 16.33 -14 27 12.7	| EL, AZ: 56.3  82.2 	| Mag: 22.1 	| moon_dis: 69.4 
319 Leona (A891 TA)                	| RA, DEC 14 23 24.94 -06 21 34.0	| EL, AZ: 54.9  292.2	| Mag: 15.9 	| moon_dis: 11.9 
523713 (2014 JX80)                 	| RA, DEC 18 07 47.04 +05 01 20.5	| EL, AZ: 54.0  42.9 	| Mag: 22.0 	| moon_dis: 64.7 
471149 (2010 FB49)                 	| RA, DEC 14 32 50.40 -00 27 52.8	| EL, AZ: 53.5  302.8	| Mag: 21.5 	| moon_dis: 18.2 
469442 (2002 GG166)                	| RA, DEC 19 19 58.29 -29 44 33.2	| EL, AZ: 52.0  109.9	| Mag: 20.2 	| moon_dis: 72.9 
(2014 TK34)                        	| RA, DEC 14 13 19.72 +01 14 15.2	| EL, AZ: 48.6  300.2	| Mag: 26.8 	| moon_dis: 18.4 
690420 (2014 FC72)                 	| RA, DEC 14 12 39.06 +04 44 29.7	| EL, AZ: 46.3  304.1	| Mag: 21.9 	| moon_dis: 21.9 
667474 (2011 JX31)                 	| RA, DEC 19 40 50.66 -19 54 05.6	| EL, AZ: 46.2  95.6 	| Mag: 24.1 	| moon_dis: 79.6 
307261 Mani (2002 MS4)             	| RA, DEC 19 19 14.21 -04 54 01.3	| EL, AZ: 46.1  72.6 	| Mag: 20.4 	| moon_dis: 78.5 
136108 Haumea (2003 EL61)          	| RA, DEC 14 41 13.47 +14 39 26.1	| EL, AZ: 43.9  321.0	| Mag: 17.2 	| moon_dis: 33.1 
1437 Diomedes (1937 PB)            	| RA, DEC 13 01 39.85 -32 45 34.5	| EL, AZ: 42.6  245.3	| Mag: 15.4 	| moon_dis: 20.8 
471325 Taowu (2011 KT19)           	| RA, DEC 15 41 27.67 +23 38 15.7	| EL, AZ: 42.2  343.9	| Mag: 22.4 	| moon_dis: 47.4 
95626 (2002 GZ32)                  	| RA, DEC 20 09 25.96 -22 40 57.9	| EL, AZ: 40.3  101.2	| Mag: 20.2 	| moon_dis: 85.3 
3548 Eurybates (1973 SO)           	| RA, DEC 13 16 52.86 -04 26 50.9	| EL, AZ: 39.4  283.2	| Mag: 17.1 	| moon_dis: 16.6 
15094 Polymele (1999 WB2)          	| RA, DEC 13 23 42.24 -01 04 12.6	| EL, AZ: 39.4  288.1	| Mag: 19.2 	| moon_dis: 18.4 
26375 (1999 DE9)                   	| RA, DEC 13 01 21.38 -13 37 42.2	| EL, AZ: 39.3  270.4	| Mag: 21.2 	| moon_dis: 14.9 
470309 (2007 JK43)                 	| RA, DEC 18 58 22.90 +16 07 22.7	| EL, AZ: 37.4  45.8 	| Mag: 21.8 	| moon_dis: 80.3 
15810 Arawn (1994 JR1)             	| RA, DEC 20 19 20.50 -18 01 41.1	| EL, AZ: 37.0  96.0 	| Mag: 23.5 	| moon_dis: 88.9 
1583 Antilochus (1950 SA)          	| RA, DEC 12 45 18.20 -18 22 33.3	| EL, AZ: 36.9  263.2	| Mag: 15.8 	| moon_dis: 18.2 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-05-01 03:00 -- UTC: 2026-05-01 06:00
469506 (2003 FF128)                	| RA, DEC 17 35 46.45 -23 01 47.2	| EL, AZ: 89.1  126.8	| Mag: 21.9 	| moon_dis: 50.1 
471172 (2010 JC80)                 	| RA, DEC 17 34 24.84 -25 00 37.0	| EL, AZ: 87.5  171.5	| Mag: 21.2 	| moon_dis: 49.7 
278361 (2007 JJ43)                 	| RA, DEC 17 39 22.25 -25 07 56.5	| EL, AZ: 87.0  150.3	| Mag: 20.7 	| moon_dis: 50.8 
470308 (2007 JH43)                 	| RA, DEC 17 15 33.27 -27 53 49.9	| EL, AZ: 83.4  214.9	| Mag: 21.0 	| moon_dis: 45.5 
119951 (2002 KX14)                 	| RA, DEC 18 05 57.68 -23 32 58.0	| EL, AZ: 82.3  99.2 	| Mag: 20.7 	| moon_dis: 56.9 
(2015 KK178)                       	| RA, DEC 17 28 11.43 -14 34 48.8	| EL, AZ: 82.0  351.8	| Mag: 22.3 	| moon_dis: 49.3 
(2005 LB54)                        	| RA, DEC 18 11 43.52 -23 10 26.0	| EL, AZ: 81.0  95.9 	| Mag: 22.0 	| moon_dis: 58.3 
(2006 HW122)                       	| RA, DEC 16 50 00.86 -23 10 55.5	| EL, AZ: 80.1  263.9	| Mag: 23.3 	| moon_dis: 39.6 
